image_id,image_path,label,xmin,ymin,xmax,ymax,age,gender,confidence,source
1990,images/img_01990.jpg,phone,87,78,201,156,,,0.89,synthetic_dataset
695,images/img_00695.jpg,cup,312,211,470,381,,,0.87,synthetic_dataset
1219,images/img_01219.jpg,hand,396,184,455,309,,,0.9,synthetic_dataset
141,images/img_00141.jpg,mouse,29,23,153,113,,,0.86,synthetic_dataset
1878,images/img_01878.jpg,bottle,322,216,348,341,,,0.97,synthetic_dataset
1818,images/img_01818.jpg,book,371,166,551,287,,,0.96,synthetic_dataset
911,images/img_00911.jpg,laptop,322,153,510,207,,,0.85,synthetic_dataset
780,images/img_00780.jpg,hand,259,62,311,108,,,0.94,synthetic_dataset
390,images/img_00390.jpg,mouse,174,111,222,272,,,0.99,synthetic_dataset
1943,images/img_01943.jpg,book,247,328,415,450,,,0.87,synthetic_dataset
1685,images/img_01685.jpg,hand,219,240,280,303,,,0.94,synthetic_dataset
1394,images/img_01394.jpg,keyboard,197,282,263,373,,,0.91,synthetic_dataset
1696,images/img_01696.jpg,book,119,134,274,178,,,0.9,synthetic_dataset
767,images/img_00767.jpg,phone,238,177,282,324,,,0.89,synthetic_dataset
417,images/img_00417.jpg,cup,245,181,313,287,,,0.85,synthetic_dataset
1463,images/img_01463.jpg,bottle,84,1,166,52,,,0.87,synthetic_dataset
352,images/img_00352.jpg,keyboard,254,150,365,201,,,0.91,synthetic_dataset
1849,images/img_01849.jpg,book,58,370,215,539,,,0.86,synthetic_dataset
807,images/img_00807.jpg,mouse,177,158,372,288,,,0.89,synthetic_dataset
162,images/img_00162.jpg,cup,95,292,206,312,,,0.86,synthetic_dataset
790,images/img_00790.jpg,phone,114,352,137,470,,,0.9,synthetic_dataset
634,images/img_00634.jpg,phone,173,248,352,316,,,0.95,synthetic_dataset
1223,images/img_01223.jpg,bottle,92,21,184,190,,,0.87,synthetic_dataset
1085,images/img_01085.jpg,keyboard,232,238,286,380,,,0.99,synthetic_dataset
410,images/img_00410.jpg,face,227,225,251,247,57,female,0.96,synthetic_dataset
1482,images/img_01482.jpg,cup,71,174,237,212,,,0.85,synthetic_dataset
1293,images/img_01293.jpg,cup,266,190,303,240,,,0.9,synthetic_dataset
294,images/img_00294.jpg,laptop,18,125,92,192,,,0.99,synthetic_dataset
359,images/img_00359.jpg,person,257,210,413,366,,,0.97,synthetic_dataset
488,images/img_00488.jpg,book,84,138,284,245,,,0.97,synthetic_dataset
1259,images/img_01259.jpg,mouse,111,290,277,406,,,0.93,synthetic_dataset
831,images/img_00831.jpg,cup,323,67,396,237,,,0.89,synthetic_dataset
1693,images/img_01693.jpg,hand,170,133,210,168,,,1.0,synthetic_dataset
1242,images/img_01242.jpg,person,59,118,251,193,,,0.87,synthetic_dataset
894,images/img_00894.jpg,hand,162,232,271,292,,,0.97,synthetic_dataset
1943,images/img_01943.jpg,person,321,149,410,302,,,0.92,synthetic_dataset
245,images/img_00245.jpg,mouse,211,256,269,421,,,0.91,synthetic_dataset
105,images/img_00105.jpg,mouse,250,330,443,490,,,0.9,synthetic_dataset
1694,images/img_01694.jpg,mouse,242,123,291,182,,,0.95,synthetic_dataset
1883,images/img_01883.jpg,bottle,155,323,330,357,,,0.98,synthetic_dataset
49,images/img_00049.jpg,cup,63,137,233,278,,,0.96,synthetic_dataset
719,images/img_00719.jpg,laptop,27,9,124,121,,,0.89,synthetic_dataset
1540,images/img_01540.jpg,phone,290,10,476,193,,,0.87,synthetic_dataset
1122,images/img_01122.jpg,book,380,130,434,228,,,0.95,synthetic_dataset
347,images/img_00347.jpg,phone,254,237,365,277,,,0.94,synthetic_dataset
1225,images/img_01225.jpg,person,382,322,556,351,,,0.93,synthetic_dataset
113,images/img_00113.jpg,keyboard,121,54,148,95,,,0.92,synthetic_dataset
1441,images/img_01441.jpg,bottle,132,134,236,253,,,0.89,synthetic_dataset
772,images/img_00772.jpg,cup,105,336,156,535,,,0.85,synthetic_dataset
1392,images/img_01392.jpg,mouse,233,64,300,88,,,0.95,synthetic_dataset
480,images/img_00480.jpg,keyboard,86,272,141,401,,,0.88,synthetic_dataset
1005,images/img_01005.jpg,hand,226,163,304,237,,,0.91,synthetic_dataset
388,images/img_00388.jpg,mouse,383,292,423,327,,,0.87,synthetic_dataset
736,images/img_00736.jpg,mouse,72,79,132,117,,,1.0,synthetic_dataset
1611,images/img_01611.jpg,cup,166,59,219,125,,,0.91,synthetic_dataset
663,images/img_00663.jpg,mouse,252,328,366,506,,,0.92,synthetic_dataset
456,images/img_00456.jpg,cup,155,203,247,384,,,0.88,synthetic_dataset
1992,images/img_01992.jpg,person,26,112,150,242,,,0.88,synthetic_dataset
995,images/img_00995.jpg,face,280,328,339,514,57,female,0.89,synthetic_dataset
1188,images/img_01188.jpg,person,55,384,190,428,,,0.87,synthetic_dataset
468,images/img_00468.jpg,book,194,72,249,237,,,0.97,synthetic_dataset
1230,images/img_01230.jpg,face,196,121,246,234,60,female,0.9,synthetic_dataset
813,images/img_00813.jpg,person,270,393,312,457,,,1.0,synthetic_dataset
492,images/img_00492.jpg,face,84,156,238,190,52,male,0.9,synthetic_dataset
695,images/img_00695.jpg,hand,240,241,360,376,,,0.85,synthetic_dataset
1960,images/img_01960.jpg,face,61,386,84,546,21,female,0.96,synthetic_dataset
61,images/img_00061.jpg,book,27,263,215,432,,,0.87,synthetic_dataset
1468,images/img_01468.jpg,hand,116,84,275,135,,,0.89,synthetic_dataset
1417,images/img_01417.jpg,bottle,34,117,85,297,,,0.86,synthetic_dataset
1782,images/img_01782.jpg,keyboard,391,266,570,333,,,0.88,synthetic_dataset
1411,images/img_01411.jpg,mouse,329,202,428,363,,,0.97,synthetic_dataset
5,images/img_00005.jpg,hand,215,296,406,448,,,0.98,synthetic_dataset
1892,images/img_01892.jpg,mouse,367,69,558,206,,,0.91,synthetic_dataset
1090,images/img_01090.jpg,face,253,182,380,217,29,female,0.96,synthetic_dataset
785,images/img_00785.jpg,mouse,237,316,275,345,,,0.88,synthetic_dataset
989,images/img_00989.jpg,face,350,278,525,394,24,female,0.99,synthetic_dataset
837,images/img_00837.jpg,hand,19,85,155,135,,,0.95,synthetic_dataset
848,images/img_00848.jpg,keyboard,278,50,383,181,,,1.0,synthetic_dataset
1347,images/img_01347.jpg,book,368,297,494,335,,,0.9,synthetic_dataset
375,images/img_00375.jpg,hand,85,87,270,125,,,0.88,synthetic_dataset
164,images/img_00164.jpg,face,88,285,263,442,11,male,0.87,synthetic_dataset
261,images/img_00261.jpg,keyboard,306,175,329,260,,,0.85,synthetic_dataset
834,images/img_00834.jpg,book,149,330,178,440,,,0.96,synthetic_dataset
1736,images/img_01736.jpg,mouse,77,274,253,340,,,0.97,synthetic_dataset
1680,images/img_01680.jpg,cup,155,133,264,238,,,0.99,synthetic_dataset
1143,images/img_01143.jpg,face,323,259,430,400,27,female,0.94,synthetic_dataset
1259,images/img_01259.jpg,face,352,88,425,247,25,female,0.98,synthetic_dataset
1894,images/img_01894.jpg,keyboard,88,287,214,316,,,0.95,synthetic_dataset
1532,images/img_01532.jpg,mouse,97,75,281,105,,,0.94,synthetic_dataset
1718,images/img_01718.jpg,face,243,85,362,129,6,male,0.97,synthetic_dataset
1653,images/img_01653.jpg,person,224,98,366,242,,,0.87,synthetic_dataset
894,images/img_00894.jpg,person,139,286,222,458,,,0.88,synthetic_dataset
1748,images/img_01748.jpg,hand,273,396,310,549,,,0.89,synthetic_dataset
1157,images/img_01157.jpg,cup,122,252,152,315,,,0.94,synthetic_dataset
136,images/img_00136.jpg,person,344,220,379,268,,,0.86,synthetic_dataset
1155,images/img_01155.jpg,book,23,31,161,73,,,0.91,synthetic_dataset
566,images/img_00566.jpg,bottle,77,349,207,533,,,0.89,synthetic_dataset
1142,images/img_01142.jpg,person,118,323,208,392,,,0.92,synthetic_dataset
821,images/img_00821.jpg,phone,275,154,384,328,,,0.85,synthetic_dataset
1965,images/img_01965.jpg,bottle,168,162,282,255,,,0.91,synthetic_dataset
1722,images/img_01722.jpg,person,324,128,501,165,,,0.87,synthetic_dataset
1564,images/img_01564.jpg,keyboard,243,13,319,64,,,0.93,synthetic_dataset
1933,images/img_01933.jpg,book,221,374,416,443,,,0.9,synthetic_dataset
1955,images/img_01955.jpg,hand,3,13,116,161,,,0.95,synthetic_dataset
1126,images/img_01126.jpg,phone,43,107,113,172,,,0.86,synthetic_dataset
1746,images/img_01746.jpg,bottle,148,58,318,216,,,0.98,synthetic_dataset
526,images/img_00526.jpg,bottle,331,387,356,499,,,0.99,synthetic_dataset
2000,images/img_02000.jpg,cup,198,120,343,276,,,0.91,synthetic_dataset
1424,images/img_01424.jpg,hand,198,344,314,499,,,0.92,synthetic_dataset
169,images/img_00169.jpg,phone,368,26,393,135,,,0.97,synthetic_dataset
303,images/img_00303.jpg,phone,60,212,116,374,,,0.87,synthetic_dataset
1110,images/img_01110.jpg,bottle,30,368,116,526,,,0.88,synthetic_dataset
606,images/img_00606.jpg,keyboard,198,373,346,420,,,0.95,synthetic_dataset
132,images/img_00132.jpg,hand,316,357,342,409,,,0.99,synthetic_dataset
768,images/img_00768.jpg,face,339,171,359,349,36,female,0.91,synthetic_dataset
998,images/img_00998.jpg,laptop,134,65,310,160,,,0.98,synthetic_dataset
1365,images/img_01365.jpg,phone,183,58,313,90,,,0.99,synthetic_dataset
104,images/img_00104.jpg,cup,258,195,410,287,,,0.94,synthetic_dataset
1300,images/img_01300.jpg,keyboard,361,362,506,527,,,0.9,synthetic_dataset
756,images/img_00756.jpg,face,230,290,266,440,52,female,0.89,synthetic_dataset
776,images/img_00776.jpg,keyboard,199,117,291,137,,,0.94,synthetic_dataset
1352,images/img_01352.jpg,bottle,93,212,231,388,,,0.98,synthetic_dataset
782,images/img_00782.jpg,book,171,163,371,203,,,0.98,synthetic_dataset
801,images/img_00801.jpg,laptop,315,124,480,182,,,0.9,synthetic_dataset
1657,images/img_01657.jpg,laptop,338,326,379,418,,,0.92,synthetic_dataset
301,images/img_00301.jpg,bottle,128,86,191,197,,,0.86,synthetic_dataset
1826,images/img_01826.jpg,phone,208,34,367,123,,,0.85,synthetic_dataset
587,images/img_00587.jpg,keyboard,172,332,240,358,,,0.86,synthetic_dataset
1733,images/img_01733.jpg,mouse,214,4,263,78,,,0.95,synthetic_dataset
98,images/img_00098.jpg,book,200,226,308,283,,,0.91,synthetic_dataset
358,images/img_00358.jpg,hand,14,69,187,180,,,0.88,synthetic_dataset
1871,images/img_01871.jpg,book,47,212,159,270,,,0.9,synthetic_dataset
615,images/img_00615.jpg,face,108,224,166,248,31,female,0.86,synthetic_dataset
719,images/img_00719.jpg,phone,316,358,452,439,,,0.96,synthetic_dataset
1120,images/img_01120.jpg,phone,52,150,178,195,,,0.98,synthetic_dataset
1786,images/img_01786.jpg,book,137,234,305,363,,,0.89,synthetic_dataset
1944,images/img_01944.jpg,phone,164,308,285,452,,,0.95,synthetic_dataset
1348,images/img_01348.jpg,book,131,6,167,28,,,0.89,synthetic_dataset
322,images/img_00322.jpg,bottle,385,139,534,251,,,0.91,synthetic_dataset
980,images/img_00980.jpg,cup,141,70,180,263,,,0.87,synthetic_dataset
1148,images/img_01148.jpg,mouse,76,210,125,304,,,0.91,synthetic_dataset
168,images/img_00168.jpg,laptop,34,101,57,288,,,0.97,synthetic_dataset
1267,images/img_01267.jpg,face,376,123,567,310,14,female,0.94,synthetic_dataset
232,images/img_00232.jpg,hand,249,337,277,387,,,0.95,synthetic_dataset
1169,images/img_01169.jpg,bottle,157,268,221,342,,,0.98,synthetic_dataset
1037,images/img_01037.jpg,face,211,15,394,126,47,female,0.86,synthetic_dataset
1682,images/img_01682.jpg,bottle,266,75,381,266,,,0.95,synthetic_dataset
1095,images/img_01095.jpg,bottle,346,41,450,192,,,1.0,synthetic_dataset
432,images/img_00432.jpg,hand,315,163,434,318,,,0.92,synthetic_dataset
557,images/img_00557.jpg,face,170,166,306,283,17,male,0.97,synthetic_dataset
1499,images/img_01499.jpg,bottle,312,304,380,404,,,0.89,synthetic_dataset
1123,images/img_01123.jpg,mouse,153,306,193,463,,,0.89,synthetic_dataset
1145,images/img_01145.jpg,hand,80,388,219,506,,,0.86,synthetic_dataset
1572,images/img_01572.jpg,face,183,179,324,360,63,female,0.91,synthetic_dataset
24,images/img_00024.jpg,keyboard,256,339,379,417,,,0.88,synthetic_dataset
1376,images/img_01376.jpg,laptop,297,196,481,233,,,0.96,synthetic_dataset
400,images/img_00400.jpg,person,88,232,121,328,,,0.99,synthetic_dataset
1021,images/img_01021.jpg,hand,11,375,43,409,,,1.0,synthetic_dataset
1808,images/img_01808.jpg,laptop,230,66,303,241,,,0.89,synthetic_dataset
1897,images/img_01897.jpg,person,139,311,268,341,,,0.99,synthetic_dataset
650,images/img_00650.jpg,phone,97,56,225,151,,,0.9,synthetic_dataset
1595,images/img_01595.jpg,book,64,185,168,237,,,0.89,synthetic_dataset
1800,images/img_01800.jpg,phone,87,315,142,367,,,0.86,synthetic_dataset
928,images/img_00928.jpg,face,300,363,388,397,30,male,1.0,synthetic_dataset
99,images/img_00099.jpg,phone,57,185,123,363,,,0.92,synthetic_dataset
346,images/img_00346.jpg,keyboard,43,350,240,425,,,0.86,synthetic_dataset
335,images/img_00335.jpg,face,80,94,144,145,40,male,0.99,synthetic_dataset
1786,images/img_01786.jpg,bottle,88,120,161,230,,,0.9,synthetic_dataset
2,images/img_00002.jpg,laptop,19,120,158,218,,,0.87,synthetic_dataset
1249,images/img_01249.jpg,face,239,238,346,349,24,female,0.85,synthetic_dataset
1252,images/img_01252.jpg,hand,177,283,256,348,,,0.98,synthetic_dataset
858,images/img_00858.jpg,cup,33,105,191,142,,,0.9,synthetic_dataset
1770,images/img_01770.jpg,book,163,333,348,355,,,0.95,synthetic_dataset
59,images/img_00059.jpg,face,336,102,368,250,44,male,0.95,synthetic_dataset
1984,images/img_01984.jpg,mouse,112,46,216,124,,,0.88,synthetic_dataset
258,images/img_00258.jpg,book,146,10,258,69,,,0.86,synthetic_dataset
1390,images/img_01390.jpg,book,189,216,243,247,,,0.91,synthetic_dataset
488,images/img_00488.jpg,cup,289,390,435,531,,,0.92,synthetic_dataset
904,images/img_00904.jpg,bottle,264,374,313,552,,,0.96,synthetic_dataset
1480,images/img_01480.jpg,keyboard,60,61,155,238,,,0.9,synthetic_dataset
584,images/img_00584.jpg,phone,349,119,506,316,,,0.96,synthetic_dataset
718,images/img_00718.jpg,person,175,232,360,322,,,0.9,synthetic_dataset
1250,images/img_01250.jpg,book,393,374,546,414,,,0.87,synthetic_dataset
1817,images/img_01817.jpg,hand,48,134,144,311,,,0.91,synthetic_dataset
1356,images/img_01356.jpg,mouse,331,293,401,386,,,0.91,synthetic_dataset
529,images/img_00529.jpg,person,166,242,293,276,,,0.85,synthetic_dataset
403,images/img_00403.jpg,hand,229,270,305,378,,,0.89,synthetic_dataset
375,images/img_00375.jpg,keyboard,59,162,199,297,,,0.96,synthetic_dataset
1266,images/img_01266.jpg,mouse,235,116,368,160,,,0.96,synthetic_dataset
1070,images/img_01070.jpg,book,102,132,191,182,,,0.88,synthetic_dataset
815,images/img_00815.jpg,laptop,172,316,369,440,,,0.86,synthetic_dataset
790,images/img_00790.jpg,cup,291,341,490,371,,,0.99,synthetic_dataset
79,images/img_00079.jpg,keyboard,135,343,179,512,,,1.0,synthetic_dataset
1435,images/img_01435.jpg,cup,377,100,410,254,,,0.87,synthetic_dataset
1151,images/img_01151.jpg,phone,397,103,516,223,,,0.87,synthetic_dataset
101,images/img_00101.jpg,cup,209,162,391,227,,,0.92,synthetic_dataset
509,images/img_00509.jpg,person,124,113,163,194,,,0.88,synthetic_dataset
1611,images/img_01611.jpg,face,191,370,367,395,68,female,0.86,synthetic_dataset
972,images/img_00972.jpg,hand,206,160,323,328,,,0.88,synthetic_dataset
1996,images/img_01996.jpg,cup,219,3,304,175,,,0.87,synthetic_dataset
1453,images/img_01453.jpg,book,92,39,179,203,,,0.92,synthetic_dataset
1185,images/img_01185.jpg,book,321,271,443,449,,,0.99,synthetic_dataset
230,images/img_00230.jpg,mouse,55,217,209,345,,,0.86,synthetic_dataset
560,images/img_00560.jpg,phone,363,97,498,260,,,0.95,synthetic_dataset
744,images/img_00744.jpg,laptop,396,398,513,541,,,0.93,synthetic_dataset
1030,images/img_01030.jpg,cup,29,249,186,368,,,0.99,synthetic_dataset
961,images/img_00961.jpg,laptop,379,135,426,330,,,0.95,synthetic_dataset
1284,images/img_01284.jpg,laptop,305,277,438,353,,,0.95,synthetic_dataset
503,images/img_00503.jpg,laptop,379,270,562,306,,,0.96,synthetic_dataset
1115,images/img_01115.jpg,hand,188,200,343,291,,,0.91,synthetic_dataset
895,images/img_00895.jpg,laptop,135,8,164,55,,,0.91,synthetic_dataset
1043,images/img_01043.jpg,hand,169,258,242,376,,,0.86,synthetic_dataset
1901,images/img_01901.jpg,cup,82,65,209,207,,,0.88,synthetic_dataset
1459,images/img_01459.jpg,face,32,100,186,282,46,male,1.0,synthetic_dataset
1678,images/img_01678.jpg,bottle,339,184,363,363,,,0.92,synthetic_dataset
1604,images/img_01604.jpg,cup,0,367,59,391,,,0.9,synthetic_dataset
590,images/img_00590.jpg,mouse,88,376,273,412,,,0.91,synthetic_dataset
882,images/img_00882.jpg,mouse,211,106,260,158,,,0.86,synthetic_dataset
1797,images/img_01797.jpg,mouse,186,159,353,292,,,0.98,synthetic_dataset
403,images/img_00403.jpg,mouse,15,340,198,462,,,0.91,synthetic_dataset
447,images/img_00447.jpg,book,169,283,198,344,,,0.9,synthetic_dataset
1816,images/img_01816.jpg,cup,228,147,410,216,,,0.91,synthetic_dataset
208,images/img_00208.jpg,person,21,327,70,516,,,0.91,synthetic_dataset
1441,images/img_01441.jpg,bottle,234,55,391,190,,,0.86,synthetic_dataset
320,images/img_00320.jpg,cup,130,66,228,101,,,0.88,synthetic_dataset
1603,images/img_01603.jpg,person,198,272,381,382,,,0.96,synthetic_dataset
334,images/img_00334.jpg,mouse,376,221,424,389,,,0.88,synthetic_dataset
1817,images/img_01817.jpg,book,1,8,126,50,,,0.99,synthetic_dataset
907,images/img_00907.jpg,person,268,355,410,497,,,0.98,synthetic_dataset
1463,images/img_01463.jpg,laptop,20,352,194,529,,,0.9,synthetic_dataset
1525,images/img_01525.jpg,hand,22,168,218,320,,,1.0,synthetic_dataset
1632,images/img_01632.jpg,phone,136,396,300,564,,,0.93,synthetic_dataset
12,images/img_00012.jpg,keyboard,261,46,446,116,,,0.99,synthetic_dataset
974,images/img_00974.jpg,keyboard,188,396,279,530,,,0.97,synthetic_dataset
1848,images/img_01848.jpg,phone,293,368,437,406,,,0.91,synthetic_dataset
832,images/img_00832.jpg,hand,296,273,398,322,,,0.89,synthetic_dataset
1348,images/img_01348.jpg,hand,3,288,138,462,,,0.91,synthetic_dataset
357,images/img_00357.jpg,bottle,46,337,202,458,,,0.91,synthetic_dataset
758,images/img_00758.jpg,laptop,189,66,307,234,,,0.96,synthetic_dataset
1473,images/img_01473.jpg,person,306,382,469,463,,,0.96,synthetic_dataset
281,images/img_00281.jpg,phone,154,98,332,123,,,0.96,synthetic_dataset
1242,images/img_01242.jpg,person,7,38,170,84,,,0.95,synthetic_dataset
1229,images/img_01229.jpg,person,23,80,160,216,,,0.86,synthetic_dataset
1772,images/img_01772.jpg,cup,232,49,296,155,,,0.95,synthetic_dataset
640,images/img_00640.jpg,phone,145,16,245,206,,,0.85,synthetic_dataset
771,images/img_00771.jpg,phone,159,377,264,569,,,0.97,synthetic_dataset
750,images/img_00750.jpg,laptop,29,164,139,282,,,0.99,synthetic_dataset
1872,images/img_01872.jpg,book,303,192,431,243,,,0.91,synthetic_dataset
1395,images/img_01395.jpg,book,268,301,299,467,,,0.94,synthetic_dataset
284,images/img_00284.jpg,hand,211,178,271,243,,,0.87,synthetic_dataset
886,images/img_00886.jpg,hand,356,186,412,378,,,0.92,synthetic_dataset
1699,images/img_01699.jpg,phone,345,293,486,443,,,0.92,synthetic_dataset
1603,images/img_01603.jpg,mouse,21,121,122,238,,,0.91,synthetic_dataset
909,images/img_00909.jpg,laptop,238,214,356,265,,,0.91,synthetic_dataset
1779,images/img_01779.jpg,phone,295,381,482,418,,,0.88,synthetic_dataset
44,images/img_00044.jpg,cup,35,56,65,218,,,0.88,synthetic_dataset
526,images/img_00526.jpg,book,384,371,504,414,,,0.96,synthetic_dataset
1871,images/img_01871.jpg,bottle,67,194,197,362,,,0.89,synthetic_dataset
928,images/img_00928.jpg,cup,198,28,308,224,,,0.98,synthetic_dataset
1415,images/img_01415.jpg,phone,256,123,444,255,,,0.88,synthetic_dataset
720,images/img_00720.jpg,face,384,278,513,458,15,male,0.96,synthetic_dataset
142,images/img_00142.jpg,mouse,340,117,460,195,,,0.87,synthetic_dataset
1611,images/img_01611.jpg,phone,382,276,409,298,,,0.87,synthetic_dataset
1004,images/img_01004.jpg,keyboard,368,265,508,286,,,0.86,synthetic_dataset
635,images/img_00635.jpg,keyboard,22,129,152,231,,,0.9,synthetic_dataset
966,images/img_00966.jpg,cup,360,165,506,198,,,0.93,synthetic_dataset
1349,images/img_01349.jpg,phone,384,393,432,509,,,0.98,synthetic_dataset
1625,images/img_01625.jpg,book,91,384,269,489,,,0.98,synthetic_dataset
1294,images/img_01294.jpg,keyboard,20,397,120,497,,,0.95,synthetic_dataset
742,images/img_00742.jpg,hand,3,119,199,232,,,0.92,synthetic_dataset
252,images/img_00252.jpg,face,176,318,337,369,32,female,0.86,synthetic_dataset
590,images/img_00590.jpg,bottle,22,151,137,187,,,0.96,synthetic_dataset
489,images/img_00489.jpg,face,200,221,360,288,63,female,0.98,synthetic_dataset
195,images/img_00195.jpg,cup,63,299,146,350,,,0.93,synthetic_dataset
1120,images/img_01120.jpg,mouse,376,372,473,520,,,0.99,synthetic_dataset
1570,images/img_01570.jpg,laptop,130,191,300,347,,,0.95,synthetic_dataset
1131,images/img_01131.jpg,mouse,225,323,349,421,,,0.92,synthetic_dataset
1964,images/img_01964.jpg,keyboard,237,312,354,437,,,0.9,synthetic_dataset
1894,images/img_01894.jpg,phone,194,367,264,434,,,0.91,synthetic_dataset
480,images/img_00480.jpg,book,158,29,330,186,,,0.89,synthetic_dataset
687,images/img_00687.jpg,bottle,310,103,442,235,,,0.86,synthetic_dataset
1768,images/img_01768.jpg,face,187,76,249,103,51,male,0.95,synthetic_dataset
1970,images/img_01970.jpg,face,335,392,475,508,21,male,0.91,synthetic_dataset
645,images/img_00645.jpg,keyboard,165,294,303,469,,,1.0,synthetic_dataset
1704,images/img_01704.jpg,book,274,99,407,213,,,0.85,synthetic_dataset
1183,images/img_01183.jpg,keyboard,4,324,63,397,,,0.87,synthetic_dataset
1276,images/img_01276.jpg,laptop,393,354,441,496,,,0.99,synthetic_dataset
1374,images/img_01374.jpg,face,315,42,343,88,45,male,0.95,synthetic_dataset
1119,images/img_01119.jpg,book,14,330,185,394,,,0.86,synthetic_dataset
1025,images/img_01025.jpg,person,295,214,389,362,,,0.87,synthetic_dataset
1896,images/img_01896.jpg,phone,320,76,438,101,,,0.98,synthetic_dataset
428,images/img_00428.jpg,face,230,39,284,189,28,female,0.86,synthetic_dataset
259,images/img_00259.jpg,hand,121,370,257,563,,,0.91,synthetic_dataset
1345,images/img_01345.jpg,person,174,199,210,314,,,0.86,synthetic_dataset
1929,images/img_01929.jpg,face,368,342,481,525,29,female,0.86,synthetic_dataset
201,images/img_00201.jpg,cup,163,41,184,81,,,0.89,synthetic_dataset
1187,images/img_01187.jpg,mouse,309,109,385,241,,,1.0,synthetic_dataset
1416,images/img_01416.jpg,book,242,134,301,293,,,0.87,synthetic_dataset
1557,images/img_01557.jpg,hand,33,260,94,291,,,0.87,synthetic_dataset
1667,images/img_01667.jpg,face,116,154,217,321,41,male,0.92,synthetic_dataset
150,images/img_00150.jpg,cup,186,91,310,256,,,0.89,synthetic_dataset
1412,images/img_01412.jpg,mouse,92,51,227,142,,,0.88,synthetic_dataset
1665,images/img_01665.jpg,mouse,309,64,420,126,,,0.91,synthetic_dataset
106,images/img_00106.jpg,person,226,146,344,344,,,1.0,synthetic_dataset
1581,images/img_01581.jpg,book,266,201,299,389,,,0.91,synthetic_dataset
1867,images/img_01867.jpg,keyboard,46,228,170,371,,,0.89,synthetic_dataset
864,images/img_00864.jpg,phone,323,4,401,135,,,0.96,synthetic_dataset
1119,images/img_01119.jpg,mouse,34,107,205,215,,,0.95,synthetic_dataset
1973,images/img_01973.jpg,hand,78,127,167,168,,,0.87,synthetic_dataset
1270,images/img_01270.jpg,hand,244,187,439,229,,,0.96,synthetic_dataset
1798,images/img_01798.jpg,laptop,127,196,285,379,,,0.88,synthetic_dataset
541,images/img_00541.jpg,laptop,303,20,407,129,,,0.97,synthetic_dataset
1721,images/img_01721.jpg,mouse,137,243,249,348,,,0.91,synthetic_dataset
202,images/img_00202.jpg,person,206,391,306,521,,,0.97,synthetic_dataset
948,images/img_00948.jpg,cup,369,34,461,215,,,0.87,synthetic_dataset
1837,images/img_01837.jpg,cup,38,399,178,522,,,0.91,synthetic_dataset
795,images/img_00795.jpg,mouse,196,185,356,222,,,0.97,synthetic_dataset
1924,images/img_01924.jpg,mouse,69,159,265,247,,,0.89,synthetic_dataset
1520,images/img_01520.jpg,face,345,4,500,148,37,female,0.97,synthetic_dataset
1433,images/img_01433.jpg,mouse,293,13,345,129,,,0.88,synthetic_dataset
349,images/img_00349.jpg,cup,215,4,315,112,,,0.99,synthetic_dataset
146,images/img_00146.jpg,laptop,190,205,269,290,,,0.91,synthetic_dataset
1295,images/img_01295.jpg,hand,339,100,499,290,,,0.98,synthetic_dataset
135,images/img_00135.jpg,bottle,95,87,252,246,,,0.88,synthetic_dataset
1960,images/img_01960.jpg,keyboard,323,74,494,164,,,0.99,synthetic_dataset
1921,images/img_01921.jpg,cup,225,235,316,407,,,0.97,synthetic_dataset
1969,images/img_01969.jpg,phone,258,12,442,197,,,0.91,synthetic_dataset
1068,images/img_01068.jpg,bottle,199,201,282,274,,,0.95,synthetic_dataset
1128,images/img_01128.jpg,cup,138,326,257,448,,,0.89,synthetic_dataset
947,images/img_00947.jpg,phone,221,148,412,243,,,0.96,synthetic_dataset
1409,images/img_01409.jpg,keyboard,60,161,232,226,,,0.96,synthetic_dataset
138,images/img_00138.jpg,bottle,93,140,244,308,,,0.96,synthetic_dataset
1195,images/img_01195.jpg,mouse,151,236,291,338,,,0.95,synthetic_dataset
577,images/img_00577.jpg,hand,391,27,564,112,,,0.9,synthetic_dataset
499,images/img_00499.jpg,phone,131,192,177,216,,,0.95,synthetic_dataset
1367,images/img_01367.jpg,face,123,243,147,336,63,male,0.87,synthetic_dataset
130,images/img_00130.jpg,laptop,100,56,125,189,,,0.9,synthetic_dataset
276,images/img_00276.jpg,keyboard,249,92,443,146,,,0.87,synthetic_dataset
1763,images/img_01763.jpg,person,49,395,181,472,,,0.94,synthetic_dataset
1070,images/img_01070.jpg,laptop,40,275,159,431,,,0.91,synthetic_dataset
835,images/img_00835.jpg,person,250,265,441,361,,,0.9,synthetic_dataset
747,images/img_00747.jpg,phone,275,368,352,472,,,0.97,synthetic_dataset
1487,images/img_01487.jpg,book,22,103,87,218,,,0.89,synthetic_dataset
1715,images/img_01715.jpg,mouse,130,117,267,260,,,0.96,synthetic_dataset
1620,images/img_01620.jpg,person,58,196,90,257,,,0.87,synthetic_dataset
1770,images/img_01770.jpg,person,334,186,459,285,,,0.86,synthetic_dataset
1215,images/img_01215.jpg,mouse,370,41,557,154,,,0.96,synthetic_dataset
758,images/img_00758.jpg,face,93,310,285,330,64,female,0.97,synthetic_dataset
873,images/img_00873.jpg,laptop,352,348,414,395,,,0.86,synthetic_dataset
